Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00     104/1491        funk2_reader__init [434]
                0.00    0.00     212/1491        f2__primcfunks__initialize [371]
                0.00    0.00     283/1491        f2__primobjects__initialize [340]
[615]    0.0    0.00    0.00    1491         f2__environment__add_type_var_value [615]
                0.00    0.00    1491/43181355     raw__array__elt [4]
                0.00    0.00    1491/822544      pfunk2__f2simple_array__elt [280]
                0.00    0.00    1491/819530      f2simple_array__elt [937]
-----------------------------------------------
                0.00    0.00     642/2460        raw__array__elt__set__trace_depth [21]
                0.00    0.00    1818/2460        raw__array__elt__set [30]
[616]    0.0    0.00    0.00    2460         pfunk2__f2simple_array__elt__set [616]
                0.00    0.00    2459/11688876     funk2_garbage_collector__know_of_changed_references [82]
                0.00    0.00    1755/3848932     funk2_garbage_collector__know_of_protected_f2ptr [117]
                0.00    0.00    2430/11250925     funk2_garbage_collector__know_of_used_exp_mutation [136]
                0.00    0.00    1759/5966022     funk2_protected_alloc_array__add_protected_alloc_f2ptr [264]
                0.00    0.00    1751/2227296     funk2_garbage_collector_pool__know_of_used_exp_self_protected_f2ptr [343]
                0.00    0.00     184/1846666     funk2_garbage_collector_mutation_buffer__know_of_mutation [240]
                0.00    0.00    2464/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
                0.00    0.00     182/1812167     funk2_garbage_collector_pool__know_of_used_exp_other_mutation [377]
                0.00    0.00     190/21203959     funk2_processor_mutex__raw_unlock [190]
                0.00    0.00       2/1549803     funk2_garbage_collector_protected_f2ptr_buffer__know_of_protected_f2ptr [257]
                0.00    0.00       2/1519918     funk2_garbage_collector_pool__know_of_used_exp_other_protected_f2ptr [344]
-----------------------------------------------
                0.00    0.00       1/1           funk2_module_registration__reinitialize_all_modules [493]
[617]    0.0    0.00    0.00       1         f2__globalenv__reinitialize_globalvars [617]
                0.00    0.00       1/2           funk2_globalenv__reinit [563]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_primobjects [298]
[618]    0.0    0.00    0.00       1         f2agent__primobject_type__new [618]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_primobjects [298]
[619]    0.0    0.00    0.00       1         f2bug__primobject_type__new [619]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_ptype_primobjects [407]
[620]    0.0    0.00    0.00       1         f2char__primobject_type__new [620]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_ptype_primobjects [407]
[621]    0.0    0.00    0.00       1         f2double__primobject_type__new [621]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_ptype_primobjects [407]
[622]    0.0    0.00    0.00       1         f2float__primobject_type__new [622]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_ptype_primobjects [407]
[623]    0.0    0.00    0.00       1         f2integer__primobject_type__new [623]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_ptype_primobjects [407]
[624]    0.0    0.00    0.00       1         f2larva__primobject_type__new [624]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_primobjects [298]
[625]    0.0    0.00    0.00       1         f2object_lattice__primobject_type__new [625]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_primobjects [298]
[626]    0.0    0.00    0.00       1         f2physical_rotation__primobject_type__new [626]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_primobjects [298]
[627]    0.0    0.00    0.00       1         f2place__primobject_type__new [627]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_ptype_primobjects [407]
[628]    0.0    0.00    0.00       1         f2pointer__primobject_type__new [628]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           funk2_primobject_type_handler__add_builtin_primobjects [298]
[629]    0.0    0.00    0.00       1         f2primobject_type__primobject_type__new [629]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           f2time__primobject_type__new_aux [566]
[630]    0.0    0.00    0.00       1         f2time__primobject_type__new [630]
                0.00    0.00       5/756         f2__primobject_type__add_slot_type [301]
                0.00    0.00       1/65          f2__primobject_type__new [408]
                0.00    0.00       5/1368        new__symbol [473]
                0.00    0.00       1/1119799     f2cons__new [10]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       8/8           funk2_garbage_collector_pool__save_to_stream [125]
[631]    0.0    0.00    0.00       8         funk2_garbage_collector_mutation_buffer__save_to_stream [631]
                0.00    0.00   11498/1236193     safe_write [288]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[632]    0.0    0.00    0.00       1         f2__termios__initialize [632]
                0.00    0.00       6/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       6/1279        f2cfunk__new [394]
                0.00    0.00      12/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       6/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       6/1475        pfunk2__f2string__new [474]
                0.00    0.00      12/3227        funk2_memory__global_environment [528]
                0.00    0.00       6/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00      12/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      36/8961        initial_cause [955]
                0.00    0.00      12/27315       f2symbol__new [952]
                0.00    0.00       6/1288        f2pointer__new [962]
                0.00    0.00       6/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00      63/63          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[633]    0.0    0.00    0.00      63         pcfunk__eq [633]
                0.00    0.00      63/33718       raw__simple_length [172]
                0.00    0.00     176/43181355     raw__array__elt [4]
                0.00    0.00     178/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00     177/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00       6/27          funk2_globalenv__reinit [563]
                0.00    0.00      21/27          f2__stream__new_open_file [638]
[634]    0.0    0.00    0.00      27         f2__file_stream__new [634]
                0.00    0.00      35/35          f2stream__new [643]
                0.00    0.00      27/425852      pfunk2__f2integer__new [73]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00      31/441948      f2bool__new [459]
                0.00    0.00      26/423661      f2integer__new [940]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[635]    0.0    0.00    0.00       1         f2__agent__initialize [635]
                0.00    0.00       5/34392       f2__frame__add_type_var_value [40]
                0.00    0.00      20/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       5/1279        f2cfunk__new [394]
                0.00    0.00       5/1119799     f2cons__new [10]
                0.00    0.00       5/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       5/1475        pfunk2__f2string__new [474]
                0.00    0.00      10/3227        funk2_memory__global_environment [528]
                0.00    0.00       1/2           f2__agent__reinitialize_globalvars [831]
                0.00    0.00       5/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00      15/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      41/8961        initial_cause [955]
                0.00    0.00      20/27315       f2symbol__new [952]
                0.00    0.00       5/1288        f2pointer__new [962]
                0.00    0.00       5/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[636]    0.0    0.00    0.00       1         f2__bug__initialize [636]
                0.00    0.00       5/34392       f2__frame__add_type_var_value [40]
                0.00    0.00      20/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       5/1279        f2cfunk__new [394]
                0.00    0.00       5/1119799     f2cons__new [10]
                0.00    0.00       5/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       5/1475        pfunk2__f2string__new [474]
                0.00    0.00      10/3227        funk2_memory__global_environment [528]
                0.00    0.00       1/2           f2__bug__reinitialize_globalvars [832]
                0.00    0.00       5/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00      15/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      41/8961        initial_cause [955]
                0.00    0.00      20/27315       f2symbol__new [952]
                0.00    0.00       5/1288        f2pointer__new [962]
                0.00    0.00       5/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00       2/2           f2__initialize [216]
[637]    0.0    0.00    0.00       2         f2__primfunks__ioctl__initialize [637]
                0.00    0.00       6/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       6/1279        f2cfunk__new [394]
                0.00    0.00       9/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       6/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       3/1475        pfunk2__f2string__new [474]
                0.00    0.00      12/3227        funk2_memory__global_environment [528]
                0.00    0.00       6/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       2/58          funk2_module_registration__add_module [871]
                0.00    0.00      12/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      30/8961        initial_cause [955]
                0.00    0.00       9/27315       f2symbol__new [952]
                0.00    0.00       6/1288        f2pointer__new [962]
                0.00    0.00       3/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00      30/30          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[638]    0.0    0.00    0.00      30         f2__stream__new_open_file [638]
                0.00    0.00      21/27          f2__file_stream__new [634]
                0.00    0.00      28/28          raw__stream__new_open_file [745]
                0.00    0.00      28/412608      raw__integer__is_type [388]
                0.00    0.00      24/1036065     pfunk2__f2integer(int) [336]
                0.00    0.00      29/8470        raw__string__is_type [683]
                0.00    0.00      24/1034613     f2integer(int) [397]
                0.00    0.00      28/29          pfunk2__f2string__str_copy [898]
                0.00    0.00      25/392         pfunk2__f2string__length [860]
                0.00    0.00      28/391         f2string__length [965]
                0.00    0.00      26/27          f2string__str_copy [983]
-----------------------------------------------
                0.00    0.00      23/23          f2__cause__new [540]
[639]    0.0    0.00    0.00      23         f2cause__new [639]
                0.00    0.00      23/23          f2cause__new__trace_depth [640]
-----------------------------------------------
                0.00    0.00      23/23          f2cause__new [639]
[640]    0.0    0.00    0.00      23         f2cause__new__trace_depth [640]
                0.00    0.00     414/6497312     raw__array__elt__set__trace_depth [21]
                0.00    0.00      23/1279901     f2__primobject__new__trace_depth [13]
-----------------------------------------------
                0.00    0.00      61/61          raw__physical_rotation__new_from_c_double_array [510]
[641]    0.0    0.00    0.00      61         f2physical_rotation__new [641]
                0.00    0.00      59/59          f2physical_rotation__new__trace_depth [642]
-----------------------------------------------
                0.00    0.00      59/59          f2physical_rotation__new [641]
[642]    0.0    0.00    0.00      59         f2physical_rotation__new__trace_depth [642]
                0.00    0.00      60/1279901     f2__primobject__new__trace_depth [13]
                0.00    0.00      61/6497312     raw__array__elt__set__trace_depth [21]
-----------------------------------------------
                0.00    0.00      35/35          f2__file_stream__new [634]
[643]    0.0    0.00    0.00      35         f2stream__new [643]
                0.00    0.00      34/29733       f2__primobject__new [186]
                0.00    0.00     277/4798098     raw__array__elt__set [30]
                0.00    0.00       1/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       1/27315       f2symbol__new [952]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[644]    0.0    0.00    0.00       1         f2__primobject__action__initialize [644]
                0.00    0.00       5/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       3/1279        f2cfunk__new [394]
                0.00    0.00       9/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       3/1119799     f2cons__new [10]
                0.00    0.00       3/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       3/1475        pfunk2__f2string__new [474]
                0.00    0.00       1/2           f2__primobject__action__reinitialize_globalvars [811]
                0.00    0.00       8/3227        funk2_memory__global_environment [528]
                0.00    0.00       5/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00       6/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      25/8961        initial_cause [955]
                0.00    0.00       9/27315       f2symbol__new [952]
                0.00    0.00       3/1288        f2pointer__new [962]
                0.00    0.00       3/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[645]    0.0    0.00    0.00       1         f2__primobject__semantic_graph__initialize [645]
                0.00    0.00       5/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       3/1279        f2cfunk__new [394]
                0.00    0.00       9/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       3/1119799     f2cons__new [10]
                0.00    0.00       3/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       3/1475        pfunk2__f2string__new [474]
                0.00    0.00       1/2           f2__primobject__semantic_graph__reinitialize_globalvars [812]
                0.00    0.00       8/3227        funk2_memory__global_environment [528]
                0.00    0.00       5/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00       6/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      25/8961        initial_cause [955]
                0.00    0.00       9/27315       f2symbol__new [952]
                0.00    0.00       3/1288        f2pointer__new [962]
                0.00    0.00       3/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[646]    0.0    0.00    0.00       1         f2__object__initialize [646]
                0.00    0.00       4/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       7/1119799     f2cons__new [10]
                0.00    0.00       4/1279        f2cfunk__new [394]
                0.00    0.00      15/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       4/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       4/1475        pfunk2__f2string__new [474]
                0.00    0.00       8/3227        funk2_memory__global_environment [528]
                0.00    0.00       4/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00       8/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      38/8961        initial_cause [955]
                0.00    0.00      15/27315       f2symbol__new [952]
                0.00    0.00       4/1288        f2pointer__new [962]
                0.00    0.00       4/1472        f2string__new [961]
                0.00    0.00       1/3           f2__string__reinitialize_globalvars [1006]
-----------------------------------------------
                                  17             raw__compile <cycle 1> [171]
[647]    0.0    0.00    0.00      17         f2__compile__mutate_exp <cycle 1> [647]
                0.00    0.00      18/18          f2__compile__var__mutate [665]
                0.00    0.00      19/93042       f2__list_cdr__set [149]
                0.00    0.00      19/379045      raw__cons__is_type [103]
                0.00    0.00      68/43181355     raw__array__elt [4]
                0.00    0.00      69/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00      67/43576003     f2traced_array__elt [132]
                0.00    0.00      18/1988022     raw__larva__is_type [286]
                                  17             raw__compile <cycle 1> [171]
-----------------------------------------------
                0.00    0.00      54/54          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[648]    0.0    0.00    0.00      54         pcfunk__exception__tag [648]
                0.00    0.00      55/33718       raw__simple_length [172]
                0.00    0.00      58/43181355     raw__array__elt [4]
                0.00    0.00      51/39341880     pfunk2__f2traced_array__elt <cycle 3> [138]
                0.00    0.00      51/43576003     f2traced_array__elt [132]
-----------------------------------------------
                0.00    0.00      17/50          f2__physical_transform__new_identity [544]
                0.00    0.00      33/50          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[649]    0.0    0.00    0.00      50         f2__physical_position__new [649]
                0.00    0.00     148/913         pfunk2__f2double__new [512]
                0.00    0.00     154/154         raw__number__is_type [820]
                0.00    0.00     149/261         raw__number__to_double [809]
                0.00    0.00      91/221         pfunk2__f2double(double) [867]
                0.00    0.00     145/901         f2double__new [963]
                0.00    0.00      90/223         f2double(double) [967]
-----------------------------------------------
                0.00    0.00    4276/96658       f2__write_pretty [250]
                0.00    0.00   92382/96658       raw__symbol__eq [261]
[650]    0.0    0.00    0.00   96658         pfunk2__f2symbol__str_copy [650]
                0.00    0.00   96831/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
-----------------------------------------------
                0.00    0.00      38/38          f2physical_position__new [652]
[651]    0.0    0.00    0.00      38         f2physical_position__new__trace_depth [651]
                0.00    0.00      45/1279901     f2__primobject__new__trace_depth [13]
                0.00    0.00     141/6497312     raw__array__elt__set__trace_depth [21]
-----------------------------------------------
                0.00    0.00      15/37          f2__physical_transform__new_identity [544]
                0.00    0.00      22/37          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[652]    0.0    0.00    0.00      37         f2physical_position__new [652]
                0.00    0.00      38/38          f2physical_position__new__trace_depth [651]
-----------------------------------------------
                0.00    0.00       1/1           f2__initialize [216]
[653]    0.0    0.00    0.00       1         f2__management_thread__initialize [653]
                0.00    0.00       4/34392       f2__frame__add_type_var_value [40]
                0.00    0.00       4/1279        f2cfunk__new [394]
                0.00    0.00       5/1119799     f2cons__new [10]
                0.00    0.00      13/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       4/1288        pfunk2__f2pointer__new [485]
                0.00    0.00       4/1475        pfunk2__f2string__new [474]
                0.00    0.00       8/3227        funk2_memory__global_environment [528]
                0.00    0.00       4/1491        f2__environment__add_type_var_value [615]
                0.00    0.00       1/58          funk2_module_registration__add_module [871]
                0.00    0.00       8/3238        funk2_garbage_collector__add_f2ptr_to_never_delete_list [921]
                0.00    0.00      34/8961        initial_cause [955]
                0.00    0.00      13/27315       f2symbol__new [952]
                0.00    0.00       4/1288        f2pointer__new [962]
                0.00    0.00       4/1472        f2string__new [961]
-----------------------------------------------
                0.00    0.00       1/3619        funk2_garbage_collector__init_sets_from_memory [902]
                0.00    0.00       1/3619        f2__glwindow__initialize [605]
                0.00    0.00       1/3619        funk2_glwindow__destroy [903]
                0.00    0.00       1/3619        funk2_management_thread_command__exit__execute [905]
                0.00    0.00       1/3619        funk2_peer_command_server__add_new_server_port [900]
                0.00    0.00       1/3619        f2__scheduler__destroy [901]
                0.00    0.00       1/3619        socket_server_client__destroy [904]
                0.00    0.00       2/3619        funk2_memory__find_or_create_free_splittable_funk2_memblock_and_unfree [43]
                0.00    0.00       2/3619        funk2_garbage_collector__destroy [858]
                0.00    0.00       2/3619        funk2_garbage_collector__init [850]
                0.00    0.00       2/3619        funk2_management_thread_command__save_memory_image__execute [118]
                0.00    0.00       2/3619        f2__scheduler__add_fiber_to_least_used_processor [715]
                0.00    0.00       2/3619        socket_server__destroy [883]
                0.00    0.00       2/3619        funk2__main [7]
                0.00    0.00       5/3619        funk2_command_line__print [873]
                0.00    0.00       5/3619        funk2__destroy [329]
                0.00    0.00       7/3619        funk2_memory__load_image_from_file [86]
                0.00    0.00       7/3619        funk2__init [80]
                0.00    0.00       8/3619        funk2_user_thread_controller__exit__user_process [864]
                0.00    0.00       8/3619        f2__compile__rawcode <cycle 1> [440]
                0.00    0.00       8/3619        funk2_memorypool__save_to_stream [856]
                0.00    0.00       8/3619        f2__destroy [328]
                0.00    0.00       9/3619        funk2_memory__rebuild_memory_info_from_image [107]
                0.00    0.00       9/3619        funk2_memory__save_image_to_file [119]
                0.00    0.00      11/3619        funk2_memorypool__find_splittable_free_block_and_unfree [98]
                0.00    0.00      11/3619        funk2_memorypool__defragment_free_memory_blocks_in_place [65]
                0.00    0.00      11/3619        funk2_memorypool__change_total_memory_available [313]
                0.00    0.00      15/3619        funk2_protected_alloc_array__signal_enter_protected_region [342]
                0.00    0.00      16/3619        funk2_garbage_collector_no_more_references_buffer__know_of_no_more_references [515]
                0.00    0.00      16/3619        funk2_garbage_collector_pool__destroy [859]
                0.00    0.00      16/3619        funk2_garbage_collector_pool__init [854]
                0.00    0.00      18/3619        f2__scheduler__processor_with_fewest_fibers [716]
                0.00    0.00      20/3619        funk2_garbage_collector_protected_f2ptr_buffer__know_of_protected_f2ptr [257]
                0.00    0.00      22/3619        funk2_garbage_collector_mutation_buffer__know_of_mutation [240]
                0.00    0.00      22/3619        funk2_protected_alloc_array__add_protected_alloc_f2ptr [264]
                0.00    0.00      23/3619        funk2_garbage_collector_other_grey_buffer__know_of_other_grey [416]
                0.00    0.00      32/3619        funk2_symbol_hash__touch_all_symbols [365]
                0.00    0.00      35/3619        funk2_garbage_collector__collect_garbage [201]
                0.00    0.00      36/3619        funk2_garbage_collector__touch_never_delete_list [444]
                0.00    0.00      37/3619        funk2_garbage_collector__touch_all_roots [315]
                0.00    0.00      57/3619        funk2_module_registration__reinitialize_all_modules [493]
                0.00    0.00      75/3619        funk2_garbage_collector__spread_all_blackness [369]
                0.00    0.00     160/3619        funk2_memory__print_gc_stats [192]
                0.00    0.00     226/3619        funk2_garbage_collector_pool__free_white_exps [357]
                0.00    0.00     269/3619        funk2_garbage_collector_pool__touch_all_protected_alloc_arrays [49]
                0.00    0.00     957/3619        funk2_garbage_collector__handle [87]
                0.00    0.00    1439/3619        f2__ptypehash__double_size__thread_unsafe <cycle 2> [284]
[654]    0.0    0.00    0.00    3619         funk2_status [654]
                0.00    0.00    3602/17839819     funk2_processor_mutex__raw_lock [81]
                0.00    0.00    3539/5540486     raw__nanoseconds_since_1970 [170]
                0.00    0.00    3603/21203959     funk2_processor_mutex__raw_unlock [190]
-----------------------------------------------
                0.00    0.00     123/123         raw__array__new [18]
[655]    0.0    0.00    0.00     123         pfunk2__f2simple_array__new [655]
                0.00    0.00     123/123         ptype_simple_array__new [659]
                0.00    0.00     123/11393113     this_processor_thread__pool_index [74]
                0.00    0.00     123/363655390     funk2_user_thread_controller__user_check_wait_politely [60]
-----------------------------------------------
                0.00    0.00      13/41          f2__physical_transform__new_identity [544]
                0.00    0.00      28/41          f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[656]    0.0    0.00    0.00      41         f2physical_transform__new [656]
                0.00    0.00      39/39          f2physical_transform__new__trace_depth [657]
-----------------------------------------------
                0.00    0.00      39/39          f2physical_transform__new [656]
[657]    0.0    0.00    0.00      39         f2physical_transform__new__trace_depth [657]
                0.00    0.00      35/1279901     f2__primobject__new__trace_depth [13]
                0.00    0.00     144/6497312     raw__array__elt__set__trace_depth [21]
-----------------------------------------------
                0.00    0.00       1/2           f2__bytecodes__initialize [664]
                0.00    0.00       1/2           funk2_module_registration__reinitialize_all_modules [493]
[658]    0.0    0.00    0.00       2         f2__bytecodes__reinitialize_globalvars [658]
                0.00    0.00      66/1368        new__symbol [473]
                0.00    0.00       2/3           f2_bytecodes_c__cause__new [695]
                0.00    0.00       2/14          f2exception__new [726]
                0.00    0.00       2/8961        initial_cause [955]
-----------------------------------------------
                0.00    0.00     123/123         pfunk2__f2simple_array__new [655]
[659]    0.0    0.00    0.00     123         ptype_simple_array__new [659]
                0.00    0.00     123/1813312     funk2_memory__funk2_memblock_f2ptr__new_from_pool [22]
                0.00    0.00      19/10280978     raw__exp__increment_reference_count [100]
-----------------------------------------------
                0.00    0.00       8/8           f2__fiber__bytecode_helper__jump_funk__no_increment_pc_reg <cycle 1> [16]
[660]    0.0    0.00    0.00       8         raw__physical_rotation__new_rotation_around_y_axis [660]
                0.00    0.00       8/64          raw__physical_rotation__new_from_c_double_array [510]
-----------------------------------------------
                0.00    0.00       1/2           f2__compile__initialize [514]
                0.00    0.00       1/2           funk2_module_registration__reinitialize_all_modules [493]
[661]    0.0    0.00    0.00       2         f2__compile__reinitialize_globalvars [661]
                0.00    0.00      66/27293       pfunk2__f2symbol__new [262]
                0.00    0.00       2/3           f2_compile_c__cause__new [696]
                0.00    0.00      66/27315       f2symbol__new [952]
                0.00    0.00       2/8961        initial_cause [955]
-----------------------------------------------
